,Title,Price,Author
12881, Prizonierii amurgului,49 lei,Volnitchi I.
12882, Prizonierii gandurilor noastre,154 lei,
12883, Prizonierii raiului,130 lei,James Lee Burke
12884, Prizonierul,140 lei,Dilvar Anand
12885, PRO тело,230 lei,Канделаки Тина
12886, Pro Холестерин и продолжительность жизни,65 lei,
12887, Proba de caracter,219 lei,
12888, Problema Basarabeana in istoriografie 1917-1947,50 lei,Nazaria Sergiu
12889, Problema Basarabiei in relatiile interntionale 1917-1940,120 lei,Ojoga Elena
12890, Problemarul lui Prichindel.,35 lei,Babova Viorica
12891, Procedura civila Legislatie Consolidatasi jurispundenta relevanta,375 lei,
12892, Procedura executarea condamnatilor la moarte,100 lei,Teplieakov A
12893, Procesul,135 lei,Kafka F.
12894, PROCESUL. Franz Kafka. Carte pentru toti. Vol. 75,91 lei,Franz Kafka
12895, Procreate. Учимся создавать шедевры на Ipad. Единственный гид по цифровой живописи,330 lei,
12896, Procter & Gamble. Путь к успеху. 165-летний опыт построения брендов,437 lei,
12897, Productivity SuperHero.  Cum sa devii cea mai organizata si disciplinata persoana pe care o cunost,160 lei,Luca  Dan
12898, Produse vinicole si secundare. Duca Gh. 2011,100 lei,Duca G.
12899, PROFA DE SPORT E EXTRATERESTRA-SEFA. David Solomons,138 lei,
12900, Profesorul Astro Cat si Aventura Atomica,200 lei,
12901, Profesorul meu semaforul,155 lei,
12902, Profunzimile sufletului,140 lei,Wilhelm Stekel
12903, Profunzimile uitate ale crestinismului,85 lei,Leloup J.
12904, Program intensiv de instruire in vanzari pentru realizare profesionala,235 lei,Mackay H.
12905, PROGRAMARE PENTRU INCEPATORI FOLOSIND PYTHON,165 lei,
12906, PROGRAMARE PENTRU INCEPATORI FOLOSIND SCRATCH,165 lei,
12907, Programarea in limbajul C/C++pentru liceu V.III,169 lei,
12908, Programarea neurolingvistica,99 lei,
12909, Proiecte de lunga durata cl.1,160 lei,
12910, Proiecte de lunga durata cl.2,160 lei,
12911, Proiecte de lunga durata cl.3,160 lei,
12912, Proiecte de lunga durata cl.4,160 lei,
12913, Proiecte de trecut,170 lei,Blandiana Ana
12914, Proiecte didactice la limba romana cl.1 Part.II. Braghis M. 2013. Interprint.,180 lei,Braghis Maria
12915, Proiecte la matematica cl.1. Partea 1,180 lei,Braghis Maria
12916, Proiecte la matematica cl.1. Partea 2,180 lei,Braghis Maria
12917, Proiecte la matematica cl.2 partea 1,180 lei,Braghis Maria
12918, Proiecte la matematica cl.2. Partea 2,180 lei,Braghis Maria
12919, Proiecte la matematica cl.3 Partea 1,180 lei,Braghis Maria
12920, Proiecte la matematica cl.3. Partea 2,180 lei,Braghis Maria
12921, Proiecte la matematica cl.4. Partea 1,180 lei,Braghis Maria
12922, Proiecte la matematica cl.4. Partea 2,180 lei,Braghis Maria
12923, Proiecte limba romana cl.3 partea I,180 lei,
12924, Proiectul Europei unite,189 lei,Gafencu G.
12925, Prologul Marilor iubiri.,145 lei,Cobzac Victor
12926, Promisiunea. Iubiri de poveste.,79 lei,Johanna Lindsay
12927, Promo Set 3 carti,99 lei,
12928, Propolis. Obtinere retete utilizare. Sanatate de la albine,120 lei,
12929, Proportiile corpului uman./Contrastele cromatice. Plansa la arta plastica.,132 lei,
12930, Propozitii subordonate circumstantiale (2) / Propozitii subordonate necircumstantiale (1). Plansa limba romana Gimnaziu.,125 lei,
12931, Propozitii subordonate circumstantiale(3) / Relatii si categorii semantice. Plansa limba romana Gimnaziu.,125 lei,
12932, Propunere indecenta,75 lei,Jack Engelhard
12933, Proscrisii,162 lei,Himton S
12934, Proscrisul,126 lei,
12935, Prosperitatea. Cum sa te imbogatesti,140 lei,
12936, Prostia omeneasca,45 lei,
12937, Protozelul trasnit,180 lei,Daniel Eberhat
12938, Proverbe zicatori ghicitori,30 lei,
12939, Proverbele lumii,33 lei,
12940, Proverbele Lumii edit.noua,52 lei,
12941, Proverbele mele. 50 de teme.,30 lei,
12942, Provocare,100 lei,
12943, Provocari logice mensa,200 lei,
12944, Provocarile lui Cupidon. Spune-mi ce gandesti (joc de carti cu intrebari deschise si provocari pentru cupluri),250 lei,
12945, Provocarile viitorului. James Canton. 2010. Polirom.,229 lei,Canton J.
12946, Proza -EMINESCU,54 lei,Mihai Eminescu
12947, Proza Alexandri,86 lei,
12948, Proza lui Liviu Rebreanu. Chiper Gr.,18 lei,Chiper Grigore
12949, Proza lui Sadoveanu. Ciobanu M. Cartea care te salveaza,18 lei,Ciobanu M
12950, Proza romantica romaneasca.,64.4 lei,
12951, Proza scurta. Literatura din Basarabia inceput sec.XXI,120 lei,
12952, Proza-Alecsandri,65 lei,Alecsandri V
12953, Proza. Lectura din programul scolar,35 lei,Eminescu M.
12954, Prudenta,60 lei,
12955, PS I Love you Ahern Cecelia,265 lei,
12956, PS I love You.,222 lei,Ahern C.
12957, Psalmi de dragoste,53 lei,Dabija Nicolae
12958, Psihologia copilului,285 lei,Verza Emil
12959, Psihologia educatiei,234 lei,
12960, Psihologia ezotericului,155 lei,Osho
12961, Psihologia invatarii,195 lei,
12962, Psihologia lui C.G.Jung,220 lei,Jolande Jacobi
12963, Psihologia Prostiei,240 lei,Jeanne-Francois Marmionne
12964, Psihologia relatiilor fraterne,320 lei,Stephen P. Bank
12965, Psihologia sinelui,335 lei,Kohut H
12966, Psihologia sociala si dinamica personalitatii,275 lei,Gavreliuc Alin
12967, Psihologia sportului. Maximizarea performantei sportive.,186 lei,Predoiu Radu
12968, Psihologia superstitiei,180 lei,
12969, Psihologie pentru oameni obisnuiti vol2,125 lei,Constantinescu Radu
12970, Psihologie pentru oameni obisnuiti. Editie de colectie. Vol. 1+2,260 lei,Constantinescu Radu
12971, Psihologie sociala clinica,312 lei,
12972, Psihologie. Idei fundamentale,499 lei,
12973, PSIHOLOGIE. Idei Fundamentale. coeditie-reeditare,450 lei,
12974, Psihopatologia copilului. Fundamente,250 lei,Wilmshurst L.
12975, Psihopatologie evolutionista,165 lei,Giosan C
12976, Psihosociologia publicatii: despre reclamele vizuale. 2012. Polirom,188 lei,Chelcea Septimiu
12977, Psihosociologie aplicata. Publicitatea.,340 lei,Chelcea Septimiu
12978, PSIHOTERAPIA LUI DUMNEZEU. Boris Cyrulnik,165 lei,
12979, Psihoterapia psihodinamica. Practica bazata pe dovezi empirice,236 lei,
12980, PSYCHOLOGIE DES EFROLGS,493 lei,
12981, Puhoaiele primaverii (Bros) Ernest Hemingway.,151 lei,
12982, Pui de animale,45 lei,
12983, Pui de Animale Uimitori,131 lei,
12984, PUI DE ANIMALE. 400 de autocolante refolosibile,104 lei,
12985, Puii de animale,65 lei,
12986, Puii de animale (Atinge Simte Asculta),380 lei,
12987, Puisorul curios Animale... animate!,203 lei,
12988, Puiul,35 lei,Bratescu-Voinesti I
12989, Puiul de balaur,88 lei,
12990, Puiul mamei puisor,13 lei,Stirbu T.
12991, Pulbere de stele,110 lei,Gaiman N
12992, Pulbere de stele,190 lei,Gaiman N
12993, Pulbere de stele,147 lei,Gaiman N
12994, Puls in alb negru,224 lei,Harte Laura
12995, Puls in alb si negru. Volumul 1,295 lei,Harte Laura
12996, Puls.Manual de limba romana pentru straini. A1-A2.  Daniela Kohn,1046 lei,
12997, Puls.Manual de limba romana pentru straini. B1-B2.  Daniela Kohn,770 lei,Kohn Daniela
12998, Pumn de Fier,150 lei,
12999, Punci cu porunci,181 lei,Ende Michael
13000, Punci cu porunci,147 lei,Ende Michael
13001, Punct,70 lei,Busuioc Aureliu
13002, Punct ochit punct lovit,115 lei,Tracy Brian
13003, Puncte fierbinti,315 lei,
13004, Punctul.,221 lei,Chetraru Romira
13005, Punga-Sotiei mele cu dragoste,45 lei,
13006, Punguta cu doi bani,37 lei,
13007, Punguta cu doi bani,40 lei,Creanga I.
13008, Punguta cu doi bani,18 lei,Creanga I.
13009, Punguta cu doi bani Caiet Semestrul II Clasa pregatitoare,47 lei,
13010, Punguta cu doi bani. Carte gigant.,169 lei,
13011, Punguta cu doi bani. Planse cu povesti pentru dezvoltarea vorbirii,71 lei,
13012, Pur si simplu delicios.,362 lei,Nigella Lawson
13013, Pur si simplu TE IUBESC.,35 lei,
13014, Pure Joy Steel Danielle,260 lei,
13015, Purgatoriul ingerilor,165 lei,Cavadia C
13016, Purple cow,190 lei,
13017, PURTATORUL TORTEI. Vol 10. Ultimul regat,150 lei,
13018, Pushkin Hills,135 lei,Sergei Dovlatov
13019, Putere nemarginita,250 lei,Anthony R.
13020, Putere si singe. O aventura indiana.,169 lei,Aurora Liceanu
13021, Putere si teritoriu. Tara Romaneasca medievala,262 lei,
13022, Puterea,225 lei,Alderman Naomi
13023, PUTEREA ATITUDINII POZITIVE. Roger Fritz,125 lei,
13024, Puterea blandetii,175 lei,
13025, Puterea de convingere,195 lei,Hill N.
13026, Puterea economica in istoria lumii,235 lei,Masu S.
13027, PUTEREA EMOTIILOR POZITIVE. Barbara Fredrickson,184 lei,
13028, Puterea exemplului in formarea caracterului copilului,120 lei,
13029, Puterea femeilor,200 lei,Wolitser M
13030, Puterea Gandului Carduri,160 lei,Hay L.
13031, Puterea iubirii,95 lei,
13032, Puterea lui NU. Pentru ca un cuvant mic poate aduce sanatate abundenta si fericire,165 lei,Altucher James
13033, Puterea magica a gindului. Editia a   III-a revizuita,195 lei,Schwartz D.J.
13034, Puterea mitului,145 lei,
13035, Puterea prezentului,185 lei,Tolle E.
13036, Puterea propriului spirit,95 lei,Choquette S
13037, Puterea Relatiei,215 lei,
13038, Puterea rugaciunii de a schimba casnicia ta,140 lei,Omartian Stormie
13039, Puterea rugaciunii unui parinte,120 lei,Omartian Stormie
13040, Puterea semnificatiei,235 lei,Emily Esfahani Smith
13041, Puterea si gloria. Graham Greene. Top 10,107 lei,Greene Graham
13042, Puterea tacuta,180 lei,Cains S.
13043, Puterea transformatoare a meditatiei transcedentale,138 lei,
13044, Puterea umbrei,535 lei,
13045, Puterea Vointei. Kelly Mcgonigal. Carte Pentru Toti. Vol 88,91 lei,Kelly McGonigal
13046, Puterea Yoga,210 lei,Feuerstein Georg
13047, Puterea zambetului,130 lei,Crouzet Isabelle
13048, Puterea: Despre inventia bateriei care va salva lumea,225 lei,Levine Steve
13049, Puterile vindecatoare a uleiului de masline,46 lei,Martin B.
13050, Puternica si frumoasa,195 lei,Radulescu Anca
13051, Putinofobia Rusia contemporana si angoasele Occidentului,120 lei,Chiesa Giulietto
13052, Puzzle  animale de la ferma,95 lei,
13053, Puzzle  animale din toata lumea,95 lei,
13054, Puzzle  animale marine,95 lei,
13055, Puzzle  animalele si puii lor,95 lei,
13056, Puzzle - 24 PS Alba ca zapada,55 lei,
13057, Puzzle - 24 PS Cenusareasa,55 lei,
13058, Puzzle - 24 PS Motanul incaltat,55 lei,
13059, Puzzle - 24 PS.Fata babei sifata mosneagului,55 lei,
13060, Puzzle - 60 PS Cenusareasa,65 lei,
13061, Puzzle - 60 PS Fata babei si fata mosneagului,65 lei,
13062, Puzzle - Mihaela si cei sapte pitici - 100 piese,60 lei,
13063, Puzzle - Mihaela si Mos Craciun - 100 piese,60 lei,
13064, Puzzle de podea - Litere,265 lei,
13065, Puzzle de podea - Numere,265 lei,
13066, Puzzle PD4. Fata babei si fata mosneagului.,75 lei,
13067, Puzzle PD4. Frumoasa adormita.,75 lei,
13068, Puzzle- 60 PS Motanul incaltat,65 lei,
13069, Puzzle. Bucle Aurii. 30,50 lei,
13070, Puzzle. Douasprezece luni ale anului. 30,50 lei,
13071, Puzzle. Fata babei si fata mosneagului. 30,50 lei,
13072, Puzzle. Frumoasa si Bestia. 120,50 lei,
13073, Puzzle. Gainusa Porumbaca. 30,50 lei,
13074, Puzzle. Greierul si Furnica. 30,50 lei,
13075, Puzzle. Lebedele 240,50 lei,Jelescu P.
13076, Puzzle. Love. Milano. Fashion. 120,50 lei,
13077, Puzzle. Love. New York. Fashion. 120,50 lei,
13078, Puzzle. Love. Paris. Fashion. 120,50 lei,
13079, Puzzle. Luceafarul.,50 lei,
13080, Puzzle. Manusa colorata.,50 lei,
13081, Puzzle. Pacala si Tandala. 120,50 lei,
13082, Puzzle. Paradis acvatic 240,50 lei,Jelescu P.
13083, Puzzle. Pirati neinfricati 240,50 lei,Jelescu P.
13084, Puzzle. Ponei 120,50 lei,Jelescu P.
13085, Puzzle. Soldatelul de plumb. 120,50 lei,
13086, Pygmy. Chuck Palahniuk.,175 lei,Palahniuk Chuck
13087, Python для сложных задач: наука о данных и машинное обучение,490 lei,
13088, Python. Справочник. Полное описание языка,1500 lei,
13089, Q de la Quark Pictorul  inventiv,89 lei,
13090, Q-club. Изучаем продукти питания,209 lei,
13091, Q-club. Изучаем треугольник и квадрат,75 lei,
13092, Q-club. Что за зверь?,129 lei,
13093, Quake Champions. Графический роман,190 lei,
13094, Quand souffle le vent du nord,210 lei,Daniel Glattauer
13095, Quarci haos si crestinism,98 lei,Polkinghorne J.
13096, Quidditch Through the Ages,260 lei,
13097, Quiet,300 lei,Susan Cain
13098, Quinoa 50 de retete gustoase cu cele mai hranitoare dintre cereale,188 lei,
13099, Rabdarea lui Maigret. George Simenon.,132 lei,Simenon G.
13100, RACHEL PAPERS. AMIS,215 lei,AMIS
13101, Raconte ses histoires de Noel,311 lei,Colectiv de autori
13102, RADIANT. PATTERSON,72 lei,
13103, Radiohead. Present Tense. История группы в хрониках культовых медиа,182 lei,
13104, Radioul lui Darwin,215 lei,Greg Bear
13105, Rafael,260 lei,Forcellino A.
13106, Rafuiala,195 lei,Sigurdardottir Y.
13107, RAILWAY CHILDREN. NESBIT,75 lei,Nesbo Jo
13108, Raise High the Roof Beam. Carpenters and Seymor,135 lei,
13109, Raiul pe pamant,145 lei,
13110, Raliul din padure. Ala Bujor. 2013. Epigraf.,60 lei,Bujor Ala
13111, Raluca si ingerul Pazitor • Raluca and the Guarding Angel,30 lei,Semida David
13112, Rama foto magnetica,70 lei,
13113, Rama foto magnetica - Fini iubiti,70 lei,
13114, Rama foto magnetica - Happy Birthday,70 lei,
13115, Rama foto magnetica - My Love,70 lei,
13116, Rama foto magnetica - Nasi,70 lei,
13117, Rama foto magnetica - Printesa Familiei,70 lei,
13118, Rama foto magnetica - Printul Familiei,70 lei,
13119, Rama foto magnetica - Sot,70 lei,
13120, Rama foto magnetica - Tatic,70 lei,
13121, Rama foto magnetica - Te iubesc,70 lei,
13122, Rama foto magnetica - Ziua Nuntii,70 lei,
13123, Ramai cu mine,185 lei,Ayoбami Adeбayo
13124, Ramasitele unui Axoloti H. Hegemann,138 lei,
13125, Ramasitele zilei,115 lei,Ishiguro Kazuo
13126, Ramele ramei pastaie,165 lei,
13127, Ramona  3. Ramona cea viteaz,105 lei,Cleary B
13128, Rampe de iesire si rampe de intrare,190 lei,Hewlett S.
13129, Randuiala firii,194 lei,
13130, Rapirea lui Edgardo Mortaro,165 lei,
13131, Rapit de pirati BPTC,79 lei,
13132, Rapoarte si proportii/ Numere intregi. Plansa la matematica,125 lei,
13133, Rascoala,80 lei,Rebreanu Liviu
13134, Rascoala,85 lei,Rebreanu Liviu
13135, Raspintii,175 lei,Ally Condie
13136, Rasplata unui rege/Iubiri de poveste,79 lei,Jennifer Blake
13137, Raspunsul lor ……DA,285 lei,
13138, Rat Pack- Frank Sinatra si prietenii lui in anii de glorie ai lui Kenedy si ai Mafiei,190 lei,Marquez J.
13139, Ratacitorii,190 lei,Tokarczuk Olga
13140, Ratiune si simtire,149 lei,Austen Jane
13141, Ratoiul Dipper,60 lei,
13142, Ratonul ariciul si masina de spalat editie bilingva englezroman,110 lei,Katja Richert
13143, Ratusca cea urata,45 lei,
13144, Ratusca cea urata  carte colorat,15 lei,
13145, Ratusca cea urata  cu sunete,135 lei,Mammuth
13146, Ratusca cea urata cu activitati,115 lei,
13147, RAUL LUI IZZY. Holly Webb,85 lei,
13148, Raul sub soare,104.3 lei,
13149, Ravelstein Top 10+,109 lei,
13150, Razboaiele neterminate din era facebook,200 lei,
13151, Razboi pace si comert in Islam: Tarile centrale in politica mondiala,416 lei,Biro D.
13152, Razboi si pace (2 vol.),390 lei,Tolstoi Lev
13153, Razboi si pace (2vol) Lev Tolstoi. Top 10,282 lei,Tolstoi Lev
13154, Razboi si pace. Lev Tolstoi.,234 lei,
13155, Razboinicii  v.1,129 lei,Martin G. R. R.
13156, Razboinicii  v.2,170 lei,Martin G. R. R.
13157, RAZBOINICII FURTUNII. Vol 9. Bernard Cornwell,125 lei,
13158, Razboiul bumbilor,175 lei,Pergaud Louis
13159, Razboiul care mi-a salvat viata,160 lei,Kimberly Brubaker Bradley
13160, Razboiul ciocolatei,145 lei,Cormier R
13161, Razboiul civil rece,97 lei,Jean-Michel Vernochet
13162, Razboiul limonadei,145 lei,JACQUELINE DAVIES
13163, Razboiul linistit (2 volume),270 lei,McAuley P
13164, Razboiul Lumilor,35 lei,Wells H.
13165, Razboiul lumilor,90 lei,Wells H.
13166, Razboiul Mondial al Fumatorilor TOP 10+,96 lei,Malaicu-Hondrari Marin
13167, Razboiul Monumentelor.,350 lei,Rusanovschi Iulian
13168, Razboiul pisicilor,88 lei,
13169, Razboiul secret al lui Churchill,65 lei,Woloszanski B
13170, Razboiul secret al lui Hitler,65 lei,Woloszanski B
13171, Razboiul secret al lui Stalin,65 lei,Woloszanski B
13172, Razbunare la Paris. Thriller.,68 lei,Berry R.
13173, Razbunarea asasinului,352 lei,
13174, Razbunarea ciorilor,255 lei,Bardugo L.
13175, RAZBUNAREA GEOGRAFIEI. Robert D. Kaplan. Carte pentru toti. Vol. 94,114 lei,Robert D. Kaplan.
13176, Razbunarea geografiei/ reeditare,214 lei,
13177, Razbunarea iertarii,120 lei,Schmitt E.
13178, Razbunarea lui Isabeau (vol 2 -jocul lupoaicelor),95 lei,Calmel M.
13179, Razbunarea Regelui - Philip Womack - vol.3,225 lei,Womack Philip
13180, Razbunarea stramosilor,114 lei,
13181, Razbunatorii. Uniti contra unei amenintari.,20 lei,
13182, Razbunatorul. Legenda lui Hugh Glass,195 lei,Michael Punke
13183, Raze de soare Caiet Semestrul II Clasa pregatitoare,47 lei,
13184, Rdr+CD: [Teen]: ADVENTURE OF TOM SAWYER,281 lei,Mark Twain
13185, Rdr+CD: [Teen]: LITTLE WOMEN,281 lei,Jane Cadwallader
13186, Rdr+CD: [Teen]: POLLYANNA,281 lei,Jane Cadwallader
13187, Rdr+CD: [Young Adult]: DRACULA,338 lei,Jane Cadwallader
13188, Rdr+CD: [Young Adult]: GREAT GATSBY,338 lei,
13189, Rdr+CD: [Young Adult]: MOBY DICK,338 lei,Herman Merville
13190, Rdr+CD: [Young Adult]: PRIDE AND PREJUDICE,338 lei,Jane Cadwallader
13191, React.js. Быстрый старт,345 lei,
13192, Read people.Comunica eficient. Intelege comportamente,245 lei,Carter Rita
13193, Read queen And her Family,90 lei,
13194, Ready player one.,215 lei,
13195, Realitatea nu e ceea ce pare,130 lei,Rovelli C.
13196, Realizarea telurilor,175 lei,Tracy Brian
13197, Rebel of sands (2) Traitor.,172 lei,Hamilton
13198, Rebel of sands (3) Hero.,172 lei,Hamilton
13199, Rebeliunea,301 lei,
13200, Recitirea proverbelor,70 lei,Romanciuc V.
13201, Reckless.,195 lei,Sheldon S.
13202, Reconfigureaza-si mintea,211 lei,Mchl-Madrona Lewis
13203, Recorduri curiozitati si aventuri incredibile,230 lei,Beaupre Paul
13204, RECORDURI. Cultura generala. 100 de intrebari si raspunsuri,202 lei,
13205, Recordurile animalelor,210 lei,Beaupre Paul
13206, Recreatia mare,77 lei,
13207, Recunoaste sunetele. Animale salbatice,349 lei,
13208, Recunostinta,115 lei,Sacks O.
13209, Recuperare. Elibereaza-te de dependente,220 lei,Russell B.
13210, Recuperarea dupa cezariana.Ch.Gallagher-Mundy. 2012. Litera,175 lei,Gallagher-Mundy Chrissie
13211, Recviem pentru o calugarita,188 lei,Faulkner W.
13212, Recviem vesel pentru tata,107 lei,Paraschivescu M. R.
13213, Redescopera compasiunea,140 lei,Lamott Anne
13214, Redescoperind  Drumul Matasii din China si Muntii Asiei Centrale on Iran si Turcia.,229 lei,Thubron Colin
13215, Redreseaza nava! O poveste adevarata despre transformarea subordonatilor in lideri,225 lei,
13216, Reduceti nivelul colesterolului fara medicamente,156 lei,Mason Roger
13217, Reflectii asupra conduitei de viata,180 lei,
13218, Reflectii asupra sec.XX uitat. Reevaluari. Tony Judt.,268 lei,
13219, Reflexologia holistica,145 lei,Ewald Kliegel
13220, Refugiati. Teroare si alte probleme cu vecinii. Impotriva dublului santaj.,110 lei,Slavoj Zizek
13221, Refugiatii,190 lei,Nguyen Vietthanh
13222, Refugii,228 lei,Buzura A
